"REF_DATE","GEO","DGUID","Statistic","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Average expenditure per household","Transportation","Dollars","81","units","0","v54325530","1.1.23","12721","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Transportation","Dollars","81","units","0","v54325530","1.1.23","12737","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10097","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10193","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10076","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10832","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10717","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10538","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","10660","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","11436","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Private transportation","Dollars","81","units","0","v54325531","1.1.24","11258","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1060","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1069","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1126","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1212","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1175","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1224","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1249","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1285","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Public transportation","Dollars","81","units","0","v54325532","1.1.25","1479","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2237","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2210","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2303","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2475","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2251","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2361","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2574","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2564","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Health care","Dollars","81","units","0","v54325533","1.1.26","2780","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1655","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1580","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1594","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1730","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1558","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1643","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1824","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1799","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Direct health care costs to household","Dollars","81","units","0","v54325534","1.1.27","1918","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","949","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1067","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1194","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1226","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1205","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1316","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1311","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1189","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Personal care","Dollars","81","units","0","v54325536","1.1.29","1384","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3606","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3725","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3808","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3930","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3843","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3981","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3935","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","3979","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Recreation","Dollars","81","units","0","v54325537","1.1.30","4624","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","927","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","862","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","920","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","981","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","827","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","954","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","914","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","980","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Recreational equipment and related services","Dollars","81","units","0","v54325538","1.1.31","995","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","486","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","413","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","334","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","298","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","253","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","261","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","200","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","203","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Home entertainment equipment and services","Dollars","81","units","0","v54325539","1.1.32","209","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","1600","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","1761","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","1848","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","1956","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","2064","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","2148","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","2132","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","2184","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Recreational services","Dollars","81","units","0","v54325540","1.1.33","2593","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","593","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","689","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","706","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","695","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","698","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","618","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","689","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","613","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Recreational vehicles and associated services","Dollars","81","units","0","v54325541","1.1.34","826","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1152","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1211","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1410","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1518","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1502","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1540","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1688","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1783","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Education","Dollars","81","units","0","v54325542","1.1.35","1691","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","201","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","219","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","213","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","183","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","144","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","168","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","156","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","154","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Reading materials and other printed matter","Dollars","81","units","0","v54325543","1.1.36","165","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234863689","1.1.359","1785","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1206","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1201","","","t","0"
"2012","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1244","","","t","0"
"2013","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1352","","","t","0"
"2014","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1222","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1336","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1406","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54325544","1.1.37","1463","","","t","0"
"2010","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","147","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","168","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","202","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","162","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","156","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","180","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","217","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","183","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Games of chance","Dollars","81","units","0","v54325545","1.1.38","186","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1163","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1609","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1440","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1521","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1608","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1703","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1794","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1865","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Miscellaneous expenditures","Dollars","81","units","0","v54325546","1.1.39","1838","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","12393","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","12545","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","13240","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","14038","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","14867","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","15334","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","15310","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","15144","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Income taxes","Dollars","81","units","0","v54325547","1.1.40","17167","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4018","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4210","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4284","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4570","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4871","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","4880","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","5067","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","5184","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Personal insurance payments and pension contributions","Dollars","81","units","0","v54325548","1.1.41","5297","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1651","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1664","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1840","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1914","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1934","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1967","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","1929","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","2207","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54325549","1.1.42","2280","","","","0"


